temperature_degree_c,season,fishing_zone,fish_species_1,fish_species_2
10.4,Spring,Zone A,Flounder,Cod
6.0,Winter,Zone A,Cod,Redfish
16.7,Fall,Zone B,Atlantic Salmon,Sea Bass
23.3,Summer,Zone C,Pollock,Haddock
17.2,Fall,Zone B,Sea Bass,Atlantic Salmon
22.8,Summer,Zone C,Mackerel,Pollock
12.3,Fall,Zone A,Sea Bass,Atlantic Salmon
20.0,Summer,Zone B,Haddock,Mackerel
15.8,Spring,Zone B,Flounder,Herring
12.4,Spring,Zone A,Flounder,Cod
18.3,Fall,Zone B,Sea Bass,Halibut
20.2,Summer,Zone C,Mackerel,Haddock
14.4,Fall,Zone A,Sea Bass,Atlantic Salmon
8.4,Winter,Zone A,Redfish,Smelt
15.7,Fall,Zone B,Halibut,Sea Bass
14.8,Fall,Zone A,Atlantic Salmon,Sea Bass
23.4,Summer,Zone C,Pollock,Haddock
11.3,Spring,Zone A,Cod,Flounder
15.5,Spring,Zone B,Cod,Herring
15.4,Fall,Zone B,Halibut,Atlantic Salmon
14.9,Spring,Zone A,Herring,Flounder
15.9,Spring,Zone B,Herring,Flounder
16.3,Fall,Zone B,Halibut,Sea Bass
5.5,Winter,Zone A,Redfish,Cod
18.7,Summer,Zone B,Haddock,Pollock
20.9,Summer,Zone C,Pollock,Mackerel
16.8,Spring,Zone B,Flounder,Herring
14.8,Fall,Zone A,Atlantic Salmon,Halibut
12.1,Fall,Zone A,Sea Bass,Halibut
18.2,Fall,Zone B,Sea Bass,Atlantic Salmon
5.2,Winter,Zone A,Cod,Smelt
19.0,Fall,Zone B,Atlantic Salmon,Sea Bass
24.6,Summer,Zone C,Mackerel,Pollock
17.4,Spring,Zone B,Herring,Cod
13.1,Fall,Zone A,Atlantic Salmon,Halibut
13.8,Spring,Zone A,Cod,Herring
14.2,Spring,Zone A,Cod,Herring
6.4,Winter,Zone A,Cod,Redfish
10.8,Spring,Zone A,Cod,Flounder
7.7,Winter,Zone A,Redfish,Cod
21.0,Summer,Zone C,Mackerel,Haddock
5.2,Winter,Zone A,Cod,Smelt
19.3,Fall,Zone B,Sea Bass,Halibut
9.4,Winter,Zone A,Cod,Smelt
4.5,Winter,Zone A,Redfish,Cod
15.4,Spring,Zone B,Cod,Flounder
17.8,Spring,Zone B,Herring,Cod
15.2,Fall,Zone B,Halibut,Atlantic Salmon
5.2,Winter,Zone A,Smelt,Redfish
5.6,Winter,Zone A,Redfish,Cod
18.0,Fall,Zone B,Halibut,Atlantic Salmon
7.5,Winter,Zone A,Redfish,Smelt
7.4,Winter,Zone A,Redfish,Smelt
22.0,Summer,Zone C,Haddock,Pollock
12.0,Spring,Zone A,Flounder,Cod
13.6,Spring,Zone A,Cod,Herring
8.4,Winter,Zone A,Redfish,Smelt
13.1,Fall,Zone A,Halibut,Atlantic Salmon
6.1,Winter,Zone A,Smelt,Cod
16.7,Fall,Zone B,Atlantic Salmon,Halibut
16.8,Spring,Zone B,Herring,Cod
12.5,Spring,Zone A,Cod,Herring
19.8,Summer,Zone B,Haddock,Mackerel
23.8,Summer,Zone C,Haddock,Pollock
23.7,Summer,Zone C,Mackerel,Haddock
14.6,Spring,Zone A,Herring,Flounder
20.3,Summer,Zone C,Haddock,Pollock
8.0,Winter,Zone A,Cod,Redfish
14.0,Fall,Zone A,Halibut,Atlantic Salmon
16.5,Spring,Zone B,Herring,Cod
17.8,Spring,Zone B,Cod,Herring
8.9,Winter,Zone A,Cod,Smelt
10.2,Spring,Zone A,Flounder,Cod
12.9,Fall,Zone A,Atlantic Salmon,Sea Bass
4.8,Winter,Zone A,Smelt,Redfish
16.9,Spring,Zone B,Cod,Herring
17.1,Fall,Zone B,Atlantic Salmon,Sea Bass
20.2,Summer,Zone C,Mackerel,Pollock
21.5,Summer,Zone C,Pollock,Mackerel
19.8,Fall,Zone B,Atlantic Salmon,Halibut
13.4,Spring,Zone A,Herring,Cod
5.7,Winter,Zone A,Redfish,Cod
24.6,Summer,Zone C,Haddock,Mackerel
20.0,Fall,Zone B,Halibut,Sea Bass
13.3,Spring,Zone A,Herring,Flounder
4.9,Winter,Zone A,Cod,Smelt
8.1,Winter,Zone A,Smelt,Redfish
14.7,Spring,Zone A,Herring,Cod
14.1,Fall,Zone A,Atlantic Salmon,Halibut
16.1,Spring,Zone B,Flounder,Herring
19.1,Fall,Zone B,Sea Bass,Halibut
15.3,Fall,Zone B,Halibut,Atlantic Salmon
10.8,Spring,Zone A,Herring,Cod
22.7,Summer,Zone C,Haddock,Pollock
18.4,Summer,Zone B,Haddock,Pollock
22.3,Summer,Zone C,Mackerel,Pollock
21.0,Summer,Zone C,Pollock,Haddock
17.5,Fall,Zone B,Sea Bass,Atlantic Salmon
12.2,Fall,Zone A,Atlantic Salmon,Halibut
23.9,Summer,Zone C,Haddock,Pollock
11.6,Spring,Zone A,Flounder,Herring
23.4,Summer,Zone C,Haddock,Pollock
21.3,Summer,Zone C,Mackerel,Pollock
12.7,Fall,Zone A,Halibut,Sea Bass
13.1,Fall,Zone A,Sea Bass,Halibut
14.8,Spring,Zone A,Cod,Flounder
10.3,Spring,Zone A,Flounder,Herring
12.4,Fall,Zone A,Atlantic Salmon,Halibut
21.9,Summer,Zone C,Pollock,Mackerel
19.7,Summer,Zone B,Haddock,Pollock
13.0,Spring,Zone A,Herring,Flounder
24.0,Summer,Zone C,Mackerel,Haddock
14.4,Fall,Zone A,Sea Bass,Atlantic Salmon
19.9,Fall,Zone B,Atlantic Salmon,Halibut
5.6,Winter,Zone A,Smelt,Cod
10.6,Spring,Zone A,Flounder,Cod
5.6,Winter,Zone A,Smelt,Cod
5.7,Winter,Zone A,Cod,Redfish
23.7,Summer,Zone C,Pollock,Haddock
8.6,Winter,Zone A,Cod,Redfish
20.6,Summer,Zone C,Haddock,Pollock
16.2,Fall,Zone B,Halibut,Sea Bass
14.9,Fall,Zone A,Atlantic Salmon,Halibut
5.3,Winter,Zone A,Redfish,Cod
21.3,Summer,Zone C,Pollock,Mackerel
5.2,Winter,Zone A,Redfish,Cod
4.2,Winter,Zone A,Smelt,Cod
12.1,Fall,Zone A,Sea Bass,Halibut
18.7,Fall,Zone B,Sea Bass,Halibut
18.5,Summer,Zone B,Pollock,Haddock
12.6,Fall,Zone A,Sea Bass,Atlantic Salmon
14.3,Fall,Zone A,Atlantic Salmon,Halibut
22.9,Summer,Zone C,Pollock,Haddock
12.0,Spring,Zone A,Cod,Flounder
24.8,Summer,Zone C,Haddock,Pollock
15.9,Fall,Zone B,Atlantic Salmon,Halibut
16.9,Spring,Zone B,Cod,Herring
19.7,Summer,Zone B,Haddock,Mackerel
24.5,Summer,Zone C,Mackerel,Pollock
15.6,Spring,Zone B,Flounder,Cod
21.2,Summer,Zone C,Haddock,Pollock
4.9,Winter,Zone A,Cod,Smelt
14.3,Fall,Zone A,Atlantic Salmon,Halibut
21.4,Summer,Zone C,Mackerel,Haddock
15.8,Spring,Zone B,Herring,Cod
18.0,Spring,Zone B,Cod,Herring
21.0,Summer,Zone C,Pollock,Mackerel
8.5,Winter,Zone A,Cod,Smelt
5.7,Winter,Zone A,Cod,Redfish
14.4,Fall,Zone A,Halibut,Atlantic Salmon
9.3,Winter,Zone A,Cod,Redfish
16.3,Spring,Zone B,Cod,Flounder
18.8,Summer,Zone B,Pollock,Mackerel
7.1,Winter,Zone A,Redfish,Cod
19.0,Summer,Zone B,Haddock,Pollock
13.9,Spring,Zone A,Herring,Flounder
7.6,Winter,Zone A,Redfish,Cod
17.8,Fall,Zone B,Sea Bass,Atlantic Salmon
7.0,Winter,Zone A,Cod,Smelt
17.7,Fall,Zone B,Atlantic Salmon,Halibut
14.0,Spring,Zone A,Herring,Flounder
12.2,Fall,Zone A,Atlantic Salmon,Sea Bass
17.4,Fall,Zone B,Atlantic Salmon,Sea Bass
23.7,Summer,Zone C,Mackerel,Pollock
5.7,Winter,Zone A,Smelt,Cod
21.5,Summer,Zone C,Haddock,Pollock
18.9,Summer,Zone B,Pollock,Haddock
23.4,Summer,Zone C,Haddock,Mackerel
14.3,Spring,Zone A,Cod,Herring
23.6,Summer,Zone C,Pollock,Haddock
23.0,Summer,Zone C,Mackerel,Haddock
17.8,Fall,Zone B,Halibut,Sea Bass
21.3,Summer,Zone C,Mackerel,Haddock
17.2,Fall,Zone B,Halibut,Atlantic Salmon
5.7,Winter,Zone A,Cod,Redfish
21.6,Summer,Zone C,Mackerel,Haddock
24.5,Summer,Zone C,Haddock,Pollock
21.2,Summer,Zone C,Haddock,Mackerel
9.5,Winter,Zone A,Redfish,Cod
19.2,Summer,Zone B,Pollock,Haddock
21.0,Summer,Zone C,Mackerel,Pollock
10.1,Spring,Zone A,Herring,Flounder
10.0,Spring,Zone A,Cod,Flounder
19.4,Summer,Zone B,Pollock,Mackerel
24.1,Summer,Zone C,Mackerel,Haddock
9.5,Winter,Zone A,Redfish,Smelt
24.8,Summer,Zone C,Mackerel,Haddock
7.3,Winter,Zone A,Redfish,Cod
18.1,Fall,Zone B,Halibut,Sea Bass
6.5,Winter,Zone A,Smelt,Redfish
13.0,Fall,Zone A,Sea Bass,Halibut
16.9,Spring,Zone B,Herring,Cod
15.4,Spring,Zone B,Flounder,Herring
7.4,Winter,Zone A,Smelt,Cod
16.5,Spring,Zone B,Cod,Flounder
19.9,Fall,Zone B,Atlantic Salmon,Halibut
13.1,Spring,Zone A,Herring,Cod
19.6,Summer,Zone B,Mackerel,Pollock
18.5,Summer,Zone B,Mackerel,Haddock
20.8,Summer,Zone C,Mackerel,Haddock
23.5,Summer,Zone C,Mackerel,Haddock
16.0,Spring,Zone B,Cod,Herring
18.8,Summer,Zone B,Pollock,Haddock
15.0,Spring,Zone B,Herring,Cod
11.9,Spring,Zone A,Herring,Cod
22.9,Summer,Zone C,Mackerel,Pollock
9.2,Winter,Zone A,Cod,Redfish
4.4,Winter,Zone A,Redfish,Cod
16.5,Spring,Zone B,Herring,Cod
6.3,Winter,Zone A,Cod,Redfish
22.8,Summer,Zone C,Mackerel,Pollock
12.2,Fall,Zone A,Atlantic Salmon,Halibut
13.6,Fall,Zone A,Sea Bass,Atlantic Salmon
15.0,Spring,Zone B,Cod,Herring
12.6,Spring,Zone A,Flounder,Herring
17.3,Spring,Zone B,Herring,Flounder
13.4,Fall,Zone A,Halibut,Sea Bass
9.2,Winter,Zone A,Smelt,Cod
18.7,Summer,Zone B,Haddock,Pollock
16.0,Fall,Zone B,Atlantic Salmon,Halibut
22.0,Summer,Zone C,Pollock,Mackerel
12.3,Fall,Zone A,Halibut,Sea Bass
15.0,Fall,Zone B,Atlantic Salmon,Sea Bass
9.4,Winter,Zone A,Cod,Smelt
12.2,Fall,Zone A,Atlantic Salmon,Halibut
6.0,Winter,Zone A,Smelt,Cod
14.9,Fall,Zone A,Atlantic Salmon,Sea Bass
4.9,Winter,Zone A,Cod,Smelt
13.5,Fall,Zone A,Atlantic Salmon,Halibut
14.2,Fall,Zone A,Sea Bass,Atlantic Salmon
5.2,Winter,Zone A,Redfish,Cod
18.1,Fall,Zone B,Halibut,Sea Bass
24.1,Summer,Zone C,Mackerel,Haddock
6.5,Winter,Zone A,Smelt,Cod
4.2,Winter,Zone A,Cod,Redfish
21.0,Summer,Zone C,Mackerel,Haddock
13.2,Fall,Zone A,Atlantic Salmon,Sea Bass
24.8,Summer,Zone C,Pollock,Mackerel
16.7,Spring,Zone B,Cod,Flounder
21.9,Summer,Zone C,Haddock,Mackerel
19.9,Fall,Zone B,Sea Bass,Atlantic Salmon
17.0,Fall,Zone B,Halibut,Sea Bass
12.4,Fall,Zone A,Atlantic Salmon,Sea Bass
14.4,Spring,Zone A,Herring,Cod
16.0,Spring,Zone B,Herring,Cod
4.5,Winter,Zone A,Smelt,Cod
11.8,Spring,Zone A,Cod,Flounder
24.9,Summer,Zone C,Haddock,Pollock
22.6,Summer,Zone C,Mackerel,Pollock
4.9,Winter,Zone A,Redfish,Smelt
18.1,Summer,Zone B,Mackerel,Haddock
23.1,Summer,Zone C,Mackerel,Haddock
5.5,Winter,Zone A,Redfish,Smelt
14.2,Fall,Zone A,Sea Bass,Atlantic Salmon
15.0,Fall,Zone B,Atlantic Salmon,Halibut
12.6,Fall,Zone A,Sea Bass,Halibut
15.8,Fall,Zone B,Atlantic Salmon,Sea Bass
4.1,Winter,Zone A,Smelt,Cod
21.1,Summer,Zone C,Pollock,Mackerel
15.9,Fall,Zone B,Atlantic Salmon,Sea Bass
19.6,Summer,Zone B,Mackerel,Pollock
19.0,Fall,Zone B,Sea Bass,Atlantic Salmon
14.7,Spring,Zone A,Flounder,Herring
22.5,Summer,Zone C,Pollock,Mackerel
15.8,Fall,Zone B,Sea Bass,Halibut
13.3,Spring,Zone A,Herring,Cod
17.8,Fall,Zone B,Atlantic Salmon,Halibut
16.8,Spring,Zone B,Flounder,Cod
24.5,Summer,Zone C,Mackerel,Pollock
18.6,Summer,Zone B,Pollock,Haddock
23.6,Summer,Zone C,Haddock,Mackerel
13.3,Spring,Zone A,Flounder,Cod
15.9,Fall,Zone B,Sea Bass,Atlantic Salmon
24.4,Summer,Zone C,Pollock,Mackerel
9.1,Winter,Zone A,Redfish,Cod
15.3,Fall,Zone B,Sea Bass,Halibut
7.2,Winter,Zone A,Smelt,Redfish
17.8,Spring,Zone B,Cod,Flounder
17.3,Spring,Zone B,Cod,Herring
12.6,Spring,Zone A,Flounder,Herring
24.4,Summer,Zone C,Mackerel,Pollock
13.2,Spring,Zone A,Cod,Herring
8.6,Winter,Zone A,Smelt,Cod
16.4,Fall,Zone B,Halibut,Sea Bass
16.7,Fall,Zone B,Atlantic Salmon,Halibut
14.2,Spring,Zone A,Flounder,Cod
19.0,Fall,Zone B,Atlantic Salmon,Halibut
6.6,Winter,Zone A,Redfish,Cod
15.3,Fall,Zone B,Sea Bass,Atlantic Salmon
14.6,Spring,Zone A,Flounder,Herring
18.5,Summer,Zone B,Haddock,Pollock
15.5,Fall,Zone B,Atlantic Salmon,Sea Bass
7.2,Winter,Zone A,Redfish,Smelt
17.3,Fall,Zone B,Sea Bass,Halibut
12.2,Fall,Zone A,Atlantic Salmon,Sea Bass
8.1,Winter,Zone A,Smelt,Cod
16.4,Fall,Zone B,Sea Bass,Halibut
9.7,Winter,Zone A,Smelt,Cod
15.1,Fall,Zone B,Sea Bass,Halibut
11.2,Spring,Zone A,Herring,Cod
12.4,Spring,Zone A,Cod,Flounder
13.4,Fall,Zone A,Atlantic Salmon,Halibut
13.0,Fall,Zone A,Halibut,Sea Bass
23.3,Summer,Zone C,Mackerel,Pollock
19.9,Fall,Zone B,Sea Bass,Atlantic Salmon
14.9,Fall,Zone A,Sea Bass,Halibut
4.2,Winter,Zone A,Redfish,Cod
16.6,Spring,Zone B,Herring,Flounder
12.4,Spring,Zone A,Herring,Flounder
21.1,Summer,Zone C,Haddock,Mackerel
22.0,Summer,Zone C,Mackerel,Pollock
15.4,Spring,Zone B,Flounder,Cod
12.0,Spring,Zone A,Flounder,Cod
17.4,Spring,Zone B,Cod,Flounder
24.4,Summer,Zone C,Haddock,Pollock
24.9,Summer,Zone C,Haddock,Pollock
12.9,Fall,Zone A,Sea Bass,Atlantic Salmon
19.6,Summer,Zone B,Haddock,Mackerel
16.1,Fall,Zone B,Atlantic Salmon,Halibut
6.5,Winter,Zone A,Cod,Redfish
20.7,Summer,Zone C,Pollock,Haddock
17.2,Spring,Zone B,Flounder,Cod
17.2,Spring,Zone B,Flounder,Herring
16.3,Fall,Zone B,Atlantic Salmon,Sea Bass
9.0,Winter,Zone A,Redfish,Cod
13.2,Fall,Zone A,Sea Bass,Atlantic Salmon
13.2,Spring,Zone A,Flounder,Herring
19.9,Summer,Zone B,Mackerel,Haddock
8.9,Winter,Zone A,Cod,Smelt
23.0,Summer,Zone C,Haddock,Mackerel
8.2,Winter,Zone A,Cod,Redfish
18.5,Summer,Zone B,Pollock,Mackerel
20.6,Summer,Zone C,Mackerel,Pollock
7.0,Winter,Zone A,Redfish,Smelt
9.5,Winter,Zone A,Cod,Redfish
6.9,Winter,Zone A,Cod,Smelt
13.6,Spring,Zone A,Cod,Herring
4.9,Winter,Zone A,Redfish,Cod
23.4,Summer,Zone C,Pollock,Haddock
14.4,Fall,Zone A,Sea Bass,Atlantic Salmon
14.5,Spring,Zone A,Cod,Herring
8.9,Winter,Zone A,Smelt,Cod
16.2,Fall,Zone B,Atlantic Salmon,Sea Bass
17.8,Spring,Zone B,Herring,Flounder
10.9,Spring,Zone A,Cod,Flounder
23.4,Summer,Zone C,Haddock,Mackerel
23.6,Summer,Zone C,Mackerel,Pollock
6.7,Winter,Zone A,Redfish,Cod
7.3,Winter,Zone A,Redfish,Smelt
10.6,Spring,Zone A,Cod,Herring
24.5,Summer,Zone C,Pollock,Mackerel
9.7,Winter,Zone A,Smelt,Cod
14.5,Fall,Zone A,Halibut,Atlantic Salmon
16.1,Spring,Zone B,Herring,Flounder
18.8,Fall,Zone B,Halibut,Atlantic Salmon
22.4,Summer,Zone C,Pollock,Haddock
8.4,Winter,Zone A,Cod,Redfish
12.1,Fall,Zone A,Atlantic Salmon,Halibut
10.6,Spring,Zone A,Cod,Flounder
16.4,Fall,Zone B,Halibut,Sea Bass
12.0,Spring,Zone A,Herring,Flounder
19.8,Fall,Zone B,Halibut,Sea Bass
16.5,Spring,Zone B,Cod,Flounder
24.3,Summer,Zone C,Pollock,Mackerel
4.5,Winter,Zone A,Redfish,Smelt
13.8,Fall,Zone A,Halibut,Atlantic Salmon
12.4,Fall,Zone A,Sea Bass,Halibut
16.6,Fall,Zone B,Sea Bass,Halibut
13.1,Fall,Zone A,Halibut,Atlantic Salmon
14.2,Fall,Zone A,Atlantic Salmon,Halibut
8.1,Winter,Zone A,Smelt,Redfish
14.9,Spring,Zone A,Herring,Flounder
4.4,Winter,Zone A,Cod,Smelt
22.8,Summer,Zone C,Pollock,Mackerel
13.1,Fall,Zone A,Atlantic Salmon,Sea Bass
15.4,Fall,Zone B,Atlantic Salmon,Sea Bass
18.8,Fall,Zone B,Sea Bass,Atlantic Salmon
16.0,Fall,Zone B,Sea Bass,Atlantic Salmon
16.4,Spring,Zone B,Herring,Flounder
18.2,Fall,Zone B,Sea Bass,Halibut
12.9,Spring,Zone A,Herring,Cod
17.2,Spring,Zone B,Herring,Cod
8.0,Winter,Zone A,Redfish,Cod
14.2,Spring,Zone A,Herring,Cod
15.4,Fall,Zone B,Halibut,Sea Bass
18.2,Fall,Zone B,Sea Bass,Atlantic Salmon
5.2,Winter,Zone A,Redfish,Smelt
5.2,Winter,Zone A,Cod,Smelt
20.5,Summer,Zone C,Haddock,Pollock
14.6,Spring,Zone A,Cod,Herring
10.8,Spring,Zone A,Flounder,Herring
12.9,Spring,Zone A,Flounder,Cod
8.1,Winter,Zone A,Redfish,Smelt
7.0,Winter,Zone A,Cod,Redfish
5.9,Winter,Zone A,Smelt,Redfish
21.5,Summer,Zone C,Pollock,Haddock
17.9,Spring,Zone B,Flounder,Herring
24.7,Summer,Zone C,Pollock,Haddock
9.0,Winter,Zone A,Smelt,Redfish
22.7,Summer,Zone C,Pollock,Haddock
10.6,Spring,Zone A,Cod,Herring
13.8,Spring,Zone A,Cod,Herring
9.8,Winter,Zone A,Cod,Redfish
6.7,Winter,Zone A,Smelt,Cod
10.7,Spring,Zone A,Herring,Flounder
9.0,Winter,Zone A,Cod,Redfish
14.9,Fall,Zone A,Sea Bass,Atlantic Salmon
7.8,Winter,Zone A,Redfish,Cod
22.8,Summer,Zone C,Mackerel,Haddock
20.7,Summer,Zone C,Pollock,Mackerel
14.0,Spring,Zone A,Cod,Herring
17.0,Fall,Zone B,Sea Bass,Atlantic Salmon
14.7,Spring,Zone A,Flounder,Herring
7.9,Winter,Zone A,Smelt,Cod
4.7,Winter,Zone A,Smelt,Cod
19.6,Summer,Zone B,Haddock,Pollock
8.5,Winter,Zone A,Cod,Redfish
15.3,Spring,Zone B,Flounder,Cod
10.4,Spring,Zone A,Flounder,Herring
10.3,Spring,Zone A,Flounder,Herring
5.3,Winter,Zone A,Smelt,Redfish
14.8,Fall,Zone A,Sea Bass,Halibut
17.1,Spring,Zone B,Flounder,Herring
13.3,Spring,Zone A,Cod,Flounder
7.6,Winter,Zone A,Cod,Smelt
15.3,Spring,Zone B,Cod,Herring
12.6,Fall,Zone A,Sea Bass,Atlantic Salmon
7.8,Winter,Zone A,Cod,Smelt
22.5,Summer,Zone C,Haddock,Pollock
4.5,Winter,Zone A,Redfish,Smelt
15.6,Fall,Zone B,Atlantic Salmon,Sea Bass
14.7,Fall,Zone A,Atlantic Salmon,Sea Bass
18.2,Summer,Zone B,Haddock,Mackerel
23.3,Summer,Zone C,Haddock,Pollock
18.7,Summer,Zone B,Pollock,Mackerel
11.0,Spring,Zone A,Cod,Herring
20.2,Summer,Zone C,Pollock,Mackerel
17.1,Fall,Zone B,Halibut,Sea Bass
19.9,Summer,Zone B,Haddock,Pollock
16.9,Spring,Zone B,Cod,Flounder
24.6,Summer,Zone C,Mackerel,Pollock
15.6,Spring,Zone B,Cod,Flounder
13.8,Spring,Zone A,Flounder,Herring
14.8,Fall,Zone A,Halibut,Atlantic Salmon
11.6,Spring,Zone A,Herring,Flounder
8.3,Winter,Zone A,Redfish,Smelt
19.6,Fall,Zone B,Halibut,Sea Bass
7.7,Winter,Zone A,Cod,Redfish
9.1,Winter,Zone A,Redfish,Smelt
22.7,Summer,Zone C,Haddock,Pollock
22.4,Summer,Zone C,Pollock,Mackerel
5.6,Winter,Zone A,Cod,Redfish
4.6,Winter,Zone A,Smelt,Cod
18.4,Fall,Zone B,Atlantic Salmon,Sea Bass
22.8,Summer,Zone C,Haddock,Pollock
13.5,Fall,Zone A,Halibut,Atlantic Salmon
13.5,Fall,Zone A,Atlantic Salmon,Sea Bass
8.7,Winter,Zone A,Cod,Redfish
13.2,Spring,Zone A,Cod,Flounder
15.7,Spring,Zone B,Herring,Flounder
11.5,Spring,Zone A,Flounder,Cod
17.4,Spring,Zone B,Herring,Cod
13.8,Spring,Zone A,Flounder,Cod
4.0,Winter,Zone A,Smelt,Cod
22.1,Summer,Zone C,Pollock,Haddock
20.8,Summer,Zone C,Mackerel,Haddock
12.6,Spring,Zone A,Flounder,Cod
11.3,Spring,Zone A,Cod,Flounder
20.2,Summer,Zone C,Mackerel,Haddock
18.7,Summer,Zone B,Haddock,Pollock
5.9,Winter,Zone A,Redfish,Smelt
18.0,Spring,Zone B,Herring,Flounder
17.3,Spring,Zone B,Cod,Herring
15.2,Spring,Zone B,Flounder,Herring
14.7,Spring,Zone A,Flounder,Herring
10.3,Spring,Zone A,Cod,Herring
14.5,Spring,Zone A,Flounder,Herring
17.0,Fall,Zone B,Sea Bass,Atlantic Salmon
8.6,Winter,Zone A,Cod,Smelt
15.0,Fall,Zone B,Halibut,Atlantic Salmon
23.0,Summer,Zone C,Mackerel,Haddock
21.2,Summer,Zone C,Pollock,Haddock
19.6,Fall,Zone B,Sea Bass,Halibut
24.4,Summer,Zone C,Pollock,Haddock
16.0,Spring,Zone B,Cod,Herring
7.2,Winter,Zone A,Redfish,Cod
19.3,Fall,Zone B,Halibut,Sea Bass
17.8,Fall,Zone B,Sea Bass,Halibut
11.8,Spring,Zone A,Herring,Flounder
18.1,Summer,Zone B,Haddock,Mackerel
5.2,Winter,Zone A,Cod,Smelt
4.2,Winter,Zone A,Cod,Redfish
22.3,Summer,Zone C,Mackerel,Haddock
11.8,Spring,Zone A,Flounder,Cod
24.7,Summer,Zone C,Haddock,Mackerel
9.9,Winter,Zone A,Cod,Smelt
7.7,Winter,Zone A,Cod,Smelt
13.4,Fall,Zone A,Atlantic Salmon,Halibut
10.2,Spring,Zone A,Cod,Flounder
5.4,Winter,Zone A,Cod,Redfish
18.2,Fall,Zone B,Sea Bass,Atlantic Salmon
18.5,Summer,Zone B,Mackerel,Haddock
17.2,Spring,Zone B,Herring,Cod
24.8,Summer,Zone C,Haddock,Pollock
16.0,Spring,Zone B,Flounder,Herring
10.7,Spring,Zone A,Flounder,Cod
14.0,Fall,Zone A,Halibut,Sea Bass
18.0,Spring,Zone B,Flounder,Herring
4.4,Winter,Zone A,Smelt,Redfish
16.3,Spring,Zone B,Flounder,Cod
4.8,Winter,Zone A,Redfish,Smelt
13.9,Fall,Zone A,Halibut,Sea Bass
20.5,Summer,Zone C,Pollock,Haddock
23.6,Summer,Zone C,Mackerel,Haddock
17.8,Fall,Zone B,Sea Bass,Atlantic Salmon
9.7,Winter,Zone A,Smelt,Redfish
18.1,Summer,Zone B,Pollock,Haddock
15.7,Fall,Zone B,Halibut,Sea Bass
10.9,Spring,Zone A,Herring,Cod
8.1,Winter,Zone A,Cod,Smelt
13.4,Spring,Zone A,Flounder,Herring
4.3,Winter,Zone A,Redfish,Cod
22.9,Summer,Zone C,Pollock,Haddock
16.7,Fall,Zone B,Halibut,Atlantic Salmon
7.0,Winter,Zone A,Smelt,Cod
18.4,Fall,Zone B,Halibut,Atlantic Salmon
20.1,Summer,Zone C,Pollock,Haddock
16.8,Spring,Zone B,Flounder,Herring
15.1,Spring,Zone B,Cod,Herring
7.3,Winter,Zone A,Smelt,Redfish
13.1,Spring,Zone A,Herring,Cod
6.5,Winter,Zone A,Smelt,Redfish
7.8,Winter,Zone A,Cod,Redfish
17.2,Fall,Zone B,Halibut,Sea Bass
14.2,Fall,Zone A,Atlantic Salmon,Sea Bass
14.2,Spring,Zone A,Herring,Flounder
8.9,Winter,Zone A,Cod,Smelt
9.1,Winter,Zone A,Cod,Redfish
21.7,Summer,Zone C,Mackerel,Pollock
23.1,Summer,Zone C,Haddock,Mackerel
18.2,Summer,Zone B,Haddock,Pollock
10.1,Spring,Zone A,Herring,Cod
13.8,Fall,Zone A,Atlantic Salmon,Sea Bass
24.3,Summer,Zone C,Mackerel,Haddock
22.1,Summer,Zone C,Pollock,Haddock
23.7,Summer,Zone C,Pollock,Mackerel
14.5,Spring,Zone A,Flounder,Herring
10.0,Winter,Zone A,Smelt,Cod
18.8,Summer,Zone B,Haddock,Pollock
20.5,Summer,Zone C,Pollock,Haddock
20.5,Summer,Zone C,Pollock,Mackerel
24.5,Summer,Zone C,Pollock,Mackerel
4.3,Winter,Zone A,Cod,Smelt
19.9,Fall,Zone B,Atlantic Salmon,Sea Bass
10.2,Spring,Zone A,Herring,Cod
13.2,Spring,Zone A,Herring,Flounder
17.4,Fall,Zone B,Halibut,Atlantic Salmon
19.5,Fall,Zone B,Halibut,Atlantic Salmon
7.4,Winter,Zone A,Cod,Redfish
4.0,Winter,Zone A,Cod,Smelt
13.7,Spring,Zone A,Flounder,Herring
24.1,Summer,Zone C,Pollock,Haddock
23.4,Summer,Zone C,Haddock,Mackerel
8.3,Winter,Zone A,Smelt,Cod
4.5,Winter,Zone A,Cod,Redfish
13.7,Fall,Zone A,Halibut,Sea Bass
19.3,Summer,Zone B,Mackerel,Pollock
13.5,Fall,Zone A,Halibut,Sea Bass
14.6,Spring,Zone A,Herring,Flounder
13.2,Fall,Zone A,Atlantic Salmon,Halibut
23.3,Summer,Zone C,Pollock,Mackerel
19.7,Fall,Zone B,Atlantic Salmon,Sea Bass
6.5,Winter,Zone A,Cod,Smelt
13.4,Spring,Zone A,Cod,Herring
18.7,Summer,Zone B,Mackerel,Haddock
12.2,Spring,Zone A,Herring,Cod
10.4,Spring,Zone A,Flounder,Cod
7.8,Winter,Zone A,Smelt,Redfish
14.3,Spring,Zone A,Herring,Flounder
4.3,Winter,Zone A,Redfish,Cod
14.1,Spring,Zone A,Cod,Flounder
14.6,Spring,Zone A,Cod,Herring
15.4,Spring,Zone B,Cod,Flounder
15.5,Fall,Zone B,Sea Bass,Atlantic Salmon
11.7,Spring,Zone A,Herring,Cod
