temperature_degree_c,season,fishing_zone,fish_species_1,fish_species_2,salinity_psu
13.6,Fall,Zone A,Sea Bass,Atlantic Salmon,33.43
15.0,Spring,Zone B,Cod,Herring,31.12
12.6,Spring,Zone A,Flounder,Herring,31.32
17.3,Spring,Zone B,Herring,Flounder,31.16
13.4,Fall,Zone A,Halibut,Sea Bass,31.97
9.2,Winter,Zone A,Smelt,Cod,32.19
18.7,Summer,Zone B,Haddock,Pollock,32.2
16.0,Fall,Zone B,Atlantic Salmon,Halibut,32.52
22.0,Summer,Zone C,Pollock,Mackerel,32.12
12.3,Fall,Zone A,Halibut,Sea Bass,32.56
15.0,Fall,Zone B,Atlantic Salmon,Sea Bass,32.52
9.4,Winter,Zone A,Cod,Smelt,33.79
12.2,Fall,Zone A,Atlantic Salmon,Halibut,32.54
6.0,Winter,Zone A,Smelt,Cod,33.16
14.9,Fall,Zone A,Atlantic Salmon,Sea Bass,32.36
4.9,Winter,Zone A,Cod,Smelt,33.79
13.5,Fall,Zone A,Atlantic Salmon,Halibut,33.28
14.2,Fall,Zone A,Sea Bass,Atlantic Salmon,32.23
5.2,Winter,Zone A,Redfish,Cod,33.54
18.1,Fall,Zone B,Halibut,Sea Bass,32.51
24.1,Summer,Zone C,Mackerel,Haddock,31.55
6.5,Winter,Zone A,Smelt,Cod,33.44
4.2,Winter,Zone A,Cod,Redfish,32.81
21.0,Summer,Zone C,Mackerel,Haddock,31.32
13.2,Fall,Zone A,Atlantic Salmon,Sea Bass,32.77
24.8,Summer,Zone C,Pollock,Mackerel,31.82
16.7,Spring,Zone B,Cod,Flounder,31.52
21.9,Summer,Zone C,Haddock,Mackerel,32.15
19.9,Fall,Zone B,Sea Bass,Atlantic Salmon,31.77
17.0,Fall,Zone B,Halibut,Sea Bass,32.38
12.4,Fall,Zone A,Atlantic Salmon,Sea Bass,32.01
14.4,Spring,Zone A,Herring,Cod,32.23
16.0,Spring,Zone B,Herring,Cod,30.77
4.5,Winter,Zone A,Smelt,Cod,33.43
11.8,Spring,Zone A,Cod,Flounder,31.14
24.9,Summer,Zone C,Haddock,Pollock,32.29
22.6,Summer,Zone C,Mackerel,Pollock,31.95
4.9,Winter,Zone A,Redfish,Smelt,33.25
18.1,Summer,Zone B,Mackerel,Haddock,32.77
23.1,Summer,Zone C,Mackerel,Haddock,32.11
5.5,Winter,Zone A,Redfish,Smelt,33.73
14.2,Fall,Zone A,Sea Bass,Atlantic Salmon,32.05
15.0,Fall,Zone B,Atlantic Salmon,Halibut,31.8
12.6,Fall,Zone A,Sea Bass,Halibut,32.67
15.8,Fall,Zone B,Atlantic Salmon,Sea Bass,32.3
4.1,Winter,Zone A,Smelt,Cod,33.86
21.1,Summer,Zone C,Pollock,Mackerel,32.16
15.9,Fall,Zone B,Atlantic Salmon,Sea Bass,32.56
19.6,Summer,Zone B,Mackerel,Pollock,31.46
19.0,Fall,Zone B,Sea Bass,Atlantic Salmon,33.24
14.7,Spring,Zone A,Flounder,Herring,31.43
22.5,Summer,Zone C,Pollock,Mackerel,32.47
15.8,Fall,Zone B,Sea Bass,Halibut,32.04
13.3,Spring,Zone A,Herring,Cod,31.74
17.8,Fall,Zone B,Atlantic Salmon,Halibut,31.71
16.8,Spring,Zone B,Flounder,Cod,31.64
24.5,Summer,Zone C,Mackerel,Pollock,31.85
18.6,Summer,Zone B,Pollock,Haddock,32.33
23.6,Summer,Zone C,Haddock,Mackerel,32.42
13.3,Spring,Zone A,Flounder,Cod,30.97
15.9,Fall,Zone B,Sea Bass,Atlantic Salmon,32.11
24.4,Summer,Zone C,Pollock,Mackerel,32.26
9.1,Winter,Zone A,Redfish,Cod,34.34
15.3,Fall,Zone B,Sea Bass,Halibut,32.42
7.2,Winter,Zone A,Smelt,Redfish,33.69
17.8,Spring,Zone B,Cod,Flounder,31.31
17.3,Spring,Zone B,Cod,Herring,32.36
12.6,Spring,Zone A,Flounder,Herring,30.75
24.4,Summer,Zone C,Mackerel,Pollock,32.08
13.2,Spring,Zone A,Cod,Herring,30.78
8.6,Winter,Zone A,Smelt,Cod,32.07
16.4,Fall,Zone B,Halibut,Sea Bass,32.58
16.7,Fall,Zone B,Atlantic Salmon,Halibut,32.48
14.2,Spring,Zone A,Flounder,Cod,31.4
19.0,Fall,Zone B,Atlantic Salmon,Halibut,32.25
6.6,Winter,Zone A,Redfish,Cod,34.97
15.3,Fall,Zone B,Sea Bass,Atlantic Salmon,32.36
14.6,Spring,Zone A,Flounder,Herring,31.78
18.5,Summer,Zone B,Haddock,Pollock,32.0
15.5,Fall,Zone B,Atlantic Salmon,Sea Bass,32.62
7.2,Winter,Zone A,Redfish,Smelt,33.27
17.3,Fall,Zone B,Sea Bass,Halibut,32.18
12.2,Fall,Zone A,Atlantic Salmon,Sea Bass,33.55
8.1,Winter,Zone A,Smelt,Cod,33.93
16.4,Fall,Zone B,Sea Bass,Halibut,32.5
9.7,Winter,Zone A,Smelt,Cod,32.11
15.1,Fall,Zone B,Sea Bass,Halibut,32.31
11.2,Spring,Zone A,Herring,Cod,33.04
12.4,Spring,Zone A,Cod,Flounder,31.51
13.4,Fall,Zone A,Atlantic Salmon,Halibut,33.13
13.0,Fall,Zone A,Halibut,Sea Bass,33.32
23.3,Summer,Zone C,Mackerel,Pollock,32.19
19.9,Fall,Zone B,Sea Bass,Atlantic Salmon,31.83
14.9,Fall,Zone A,Sea Bass,Halibut,31.29
4.2,Winter,Zone A,Redfish,Cod,33.88
16.6,Spring,Zone B,Herring,Flounder,31.01
12.4,Spring,Zone A,Herring,Flounder,31.72
21.1,Summer,Zone C,Haddock,Mackerel,31.57
22.0,Summer,Zone C,Mackerel,Pollock,32.02
15.4,Spring,Zone B,Flounder,Cod,31.5
12.0,Spring,Zone A,Flounder,Cod,31.78
17.4,Spring,Zone B,Cod,Flounder,30.82
24.4,Summer,Zone C,Haddock,Pollock,32.63
24.9,Summer,Zone C,Haddock,Pollock,31.71
12.9,Fall,Zone A,Sea Bass,Atlantic Salmon,31.77
19.6,Summer,Zone B,Haddock,Mackerel,32.22
16.1,Fall,Zone B,Atlantic Salmon,Halibut,32.46
6.5,Winter,Zone A,Cod,Redfish,33.51
20.7,Summer,Zone C,Pollock,Haddock,32.9
17.2,Spring,Zone B,Flounder,Cod,31.27
17.2,Spring,Zone B,Flounder,Herring,31.33
16.3,Fall,Zone B,Atlantic Salmon,Sea Bass,31.88
9.0,Winter,Zone A,Redfish,Cod,33.71
13.2,Fall,Zone A,Sea Bass,Atlantic Salmon,32.68
13.2,Spring,Zone A,Flounder,Herring,31.38
19.9,Summer,Zone B,Mackerel,Haddock,31.3
8.9,Winter,Zone A,Cod,Smelt,34.03
23.0,Summer,Zone C,Haddock,Mackerel,31.49
8.2,Winter,Zone A,Cod,Redfish,33.04
18.5,Summer,Zone B,Pollock,Mackerel,32.5
20.6,Summer,Zone C,Mackerel,Pollock,31.62
7.0,Winter,Zone A,Redfish,Smelt,32.65
9.5,Winter,Zone A,Cod,Redfish,32.21
6.9,Winter,Zone A,Cod,Smelt,33.77
13.6,Spring,Zone A,Cod,Herring,31.3
4.9,Winter,Zone A,Redfish,Cod,34.97
23.4,Summer,Zone C,Pollock,Haddock,31.58
14.4,Fall,Zone A,Sea Bass,Atlantic Salmon,32.07
14.5,Spring,Zone A,Cod,Herring,31.24
8.9,Winter,Zone A,Smelt,Cod,33.43
16.2,Fall,Zone B,Atlantic Salmon,Sea Bass,32.2
17.8,Spring,Zone B,Herring,Flounder,31.67
10.9,Spring,Zone A,Cod,Flounder,31.22
23.4,Summer,Zone C,Haddock,Mackerel,31.39
23.6,Summer,Zone C,Mackerel,Pollock,31.17
6.7,Winter,Zone A,Redfish,Cod,32.3
7.3,Winter,Zone A,Redfish,Smelt,33.13
10.6,Spring,Zone A,Cod,Herring,31.57
24.5,Summer,Zone C,Pollock,Mackerel,31.71
9.7,Winter,Zone A,Smelt,Cod,33.89
14.5,Fall,Zone A,Halibut,Atlantic Salmon,33.14
16.1,Spring,Zone B,Herring,Flounder,31.28
18.8,Fall,Zone B,Halibut,Atlantic Salmon,31.41
22.4,Summer,Zone C,Pollock,Haddock,31.85
8.4,Winter,Zone A,Cod,Redfish,33.03
12.1,Fall,Zone A,Atlantic Salmon,Halibut,32.32
10.6,Spring,Zone A,Cod,Flounder,31.37
16.4,Fall,Zone B,Halibut,Sea Bass,32.1
12.0,Spring,Zone A,Herring,Flounder,31.46
19.8,Fall,Zone B,Halibut,Sea Bass,31.94
16.5,Spring,Zone B,Cod,Flounder,31.53
24.3,Summer,Zone C,Pollock,Mackerel,32.22
4.5,Winter,Zone A,Redfish,Smelt,33.07
13.8,Fall,Zone A,Halibut,Atlantic Salmon,33.2
12.4,Fall,Zone A,Sea Bass,Halibut,32.14
16.6,Fall,Zone B,Sea Bass,Halibut,31.61
13.1,Fall,Zone A,Halibut,Atlantic Salmon,32.79
14.2,Fall,Zone A,Atlantic Salmon,Halibut,32.13
8.1,Winter,Zone A,Smelt,Redfish,33.51
14.9,Spring,Zone A,Herring,Flounder,30.3
4.4,Winter,Zone A,Cod,Smelt,34.23
22.8,Summer,Zone C,Pollock,Mackerel,32.45
13.1,Fall,Zone A,Atlantic Salmon,Sea Bass,31.84
15.4,Fall,Zone B,Atlantic Salmon,Sea Bass,31.74
18.8,Fall,Zone B,Sea Bass,Atlantic Salmon,33.15
16.0,Fall,Zone B,Sea Bass,Atlantic Salmon,32.08
16.4,Spring,Zone B,Herring,Flounder,31.01
18.2,Fall,Zone B,Sea Bass,Halibut,31.21
12.9,Spring,Zone A,Herring,Cod,31.43
17.2,Spring,Zone B,Herring,Cod,31.28
8.0,Winter,Zone A,Redfish,Cod,33.71
14.2,Spring,Zone A,Herring,Cod,30.84
15.4,Fall,Zone B,Halibut,Sea Bass,31.72
18.2,Fall,Zone B,Sea Bass,Atlantic Salmon,32.57
5.2,Winter,Zone A,Redfish,Smelt,33.99
5.2,Winter,Zone A,Cod,Smelt,32.7
20.5,Summer,Zone C,Haddock,Pollock,32.77
14.6,Spring,Zone A,Cod,Herring,31.54
10.8,Spring,Zone A,Flounder,Herring,32.26
12.9,Spring,Zone A,Flounder,Cod,31.57
8.1,Winter,Zone A,Redfish,Smelt,32.08
7.0,Winter,Zone A,Cod,Redfish,33.32
5.9,Winter,Zone A,Smelt,Redfish,33.99
21.5,Summer,Zone C,Pollock,Haddock,31.73
17.9,Spring,Zone B,Flounder,Herring,31.16
24.7,Summer,Zone C,Pollock,Haddock,31.93
9.0,Winter,Zone A,Smelt,Redfish,31.85
22.7,Summer,Zone C,Pollock,Haddock,32.95
10.6,Spring,Zone A,Cod,Herring,31.27
13.8,Spring,Zone A,Cod,Herring,31.81
9.8,Winter,Zone A,Cod,Redfish,33.22
6.7,Winter,Zone A,Smelt,Cod,34.04
10.7,Spring,Zone A,Herring,Flounder,31.92
9.0,Winter,Zone A,Cod,Redfish,33.18
14.9,Fall,Zone A,Sea Bass,Atlantic Salmon,32.06
7.8,Winter,Zone A,Redfish,Cod,33.76
22.8,Summer,Zone C,Mackerel,Haddock,31.17
20.7,Summer,Zone C,Pollock,Mackerel,32.54
14.0,Spring,Zone A,Cod,Herring,31.0
17.0,Fall,Zone B,Sea Bass,Atlantic Salmon,33.03
14.7,Spring,Zone A,Flounder,Herring,31.6
7.9,Winter,Zone A,Smelt,Cod,33.68
4.7,Winter,Zone A,Smelt,Cod,33.56
19.6,Summer,Zone B,Haddock,Pollock,31.39
8.5,Winter,Zone A,Cod,Redfish,32.89
15.3,Spring,Zone B,Flounder,Cod,31.82
10.4,Spring,Zone A,Flounder,Herring,31.81
10.3,Spring,Zone A,Flounder,Herring,32.33
5.3,Winter,Zone A,Smelt,Redfish,33.69
14.8,Fall,Zone A,Sea Bass,Halibut,32.03
17.1,Spring,Zone B,Flounder,Herring,31.0
13.3,Spring,Zone A,Cod,Flounder,31.64
7.6,Winter,Zone A,Cod,Smelt,32.21
15.3,Spring,Zone B,Cod,Herring,32.32
12.6,Fall,Zone A,Sea Bass,Atlantic Salmon,32.84
7.8,Winter,Zone A,Cod,Smelt,33.97
22.5,Summer,Zone C,Haddock,Pollock,31.33
4.5,Winter,Zone A,Redfish,Smelt,34.15
15.6,Fall,Zone B,Atlantic Salmon,Sea Bass,33.59
14.7,Fall,Zone A,Atlantic Salmon,Sea Bass,31.85
18.2,Summer,Zone B,Haddock,Mackerel,32.73
23.3,Summer,Zone C,Haddock,Pollock,32.09
18.7,Summer,Zone B,Pollock,Mackerel,31.54
11.0,Spring,Zone A,Cod,Herring,31.95
20.2,Summer,Zone C,Pollock,Mackerel,32.66
17.1,Fall,Zone B,Halibut,Sea Bass,32.09
19.9,Summer,Zone B,Haddock,Pollock,32.84
16.9,Spring,Zone B,Cod,Flounder,30.57
24.6,Summer,Zone C,Mackerel,Pollock,31.27
15.6,Spring,Zone B,Cod,Flounder,31.54
13.8,Spring,Zone A,Flounder,Herring,31.57
14.8,Fall,Zone A,Halibut,Atlantic Salmon,32.15
11.6,Spring,Zone A,Herring,Flounder,32.07
8.3,Winter,Zone A,Redfish,Smelt,33.6
19.6,Fall,Zone B,Halibut,Sea Bass,32.7
7.7,Winter,Zone A,Cod,Redfish,33.3
9.1,Winter,Zone A,Redfish,Smelt,33.6
22.7,Summer,Zone C,Haddock,Pollock,31.89
22.4,Summer,Zone C,Pollock,Mackerel,33.16
5.6,Winter,Zone A,Cod,Redfish,33.06
4.6,Winter,Zone A,Smelt,Cod,34.57
18.4,Fall,Zone B,Atlantic Salmon,Sea Bass,32.35
22.8,Summer,Zone C,Haddock,Pollock,31.42
13.5,Fall,Zone A,Halibut,Atlantic Salmon,33.26
13.5,Fall,Zone A,Atlantic Salmon,Sea Bass,32.64
8.7,Winter,Zone A,Cod,Redfish,33.74
13.2,Spring,Zone A,Cod,Flounder,32.2
15.7,Spring,Zone B,Herring,Flounder,31.63
11.5,Spring,Zone A,Flounder,Cod,31.38
17.4,Spring,Zone B,Herring,Cod,31.87
13.8,Spring,Zone A,Flounder,Cod,31.56
4.0,Winter,Zone A,Smelt,Cod,33.89
22.1,Summer,Zone C,Pollock,Haddock,31.07
20.8,Summer,Zone C,Mackerel,Haddock,32.43
12.6,Spring,Zone A,Flounder,Cod,31.3
11.3,Spring,Zone A,Cod,Flounder,32.51
20.2,Summer,Zone C,Mackerel,Haddock,32.55
18.7,Summer,Zone B,Haddock,Pollock,32.43
5.9,Winter,Zone A,Redfish,Smelt,33.7
18.0,Spring,Zone B,Herring,Flounder,30.85
17.3,Spring,Zone B,Cod,Herring,32.2
15.2,Spring,Zone B,Flounder,Herring,32.49
14.7,Spring,Zone A,Flounder,Herring,31.71
10.3,Spring,Zone A,Cod,Herring,32.53
14.5,Spring,Zone A,Flounder,Herring,31.24
17.0,Fall,Zone B,Sea Bass,Atlantic Salmon,32.0
8.6,Winter,Zone A,Cod,Smelt,33.34
15.0,Fall,Zone B,Halibut,Atlantic Salmon,32.72
23.0,Summer,Zone C,Mackerel,Haddock,31.9
21.2,Summer,Zone C,Pollock,Haddock,32.46
19.6,Fall,Zone B,Sea Bass,Halibut,32.42
24.4,Summer,Zone C,Pollock,Haddock,31.53
16.0,Spring,Zone B,Cod,Herring,31.71
7.2,Winter,Zone A,Redfish,Cod,33.82
19.3,Fall,Zone B,Halibut,Sea Bass,32.37
17.8,Fall,Zone B,Sea Bass,Halibut,32.94
11.8,Spring,Zone A,Herring,Flounder,31.05
18.1,Summer,Zone B,Haddock,Mackerel,32.58
5.2,Winter,Zone A,Cod,Smelt,32.9
4.2,Winter,Zone A,Cod,Redfish,32.98
22.3,Summer,Zone C,Mackerel,Haddock,31.82
11.8,Spring,Zone A,Flounder,Cod,31.19
24.7,Summer,Zone C,Haddock,Mackerel,31.74
9.9,Winter,Zone A,Cod,Smelt,33.15
7.7,Winter,Zone A,Cod,Smelt,33.78
13.4,Fall,Zone A,Atlantic Salmon,Halibut,32.42
10.2,Spring,Zone A,Cod,Flounder,30.95
5.4,Winter,Zone A,Cod,Redfish,34.05
18.2,Fall,Zone B,Sea Bass,Atlantic Salmon,31.92
18.5,Summer,Zone B,Mackerel,Haddock,32.3
17.2,Spring,Zone B,Herring,Cod,31.61
24.8,Summer,Zone C,Haddock,Pollock,32.11
16.0,Spring,Zone B,Flounder,Herring,32.0
10.7,Spring,Zone A,Flounder,Cod,31.95
14.0,Fall,Zone A,Halibut,Sea Bass,32.12
18.0,Spring,Zone B,Flounder,Herring,32.44
4.4,Winter,Zone A,Smelt,Redfish,33.63
16.3,Spring,Zone B,Flounder,Cod,31.36
4.8,Winter,Zone A,Redfish,Smelt,33.99
13.9,Fall,Zone A,Halibut,Sea Bass,32.68
20.5,Summer,Zone C,Pollock,Haddock,32.42
23.6,Summer,Zone C,Mackerel,Haddock,33.32
17.8,Fall,Zone B,Sea Bass,Atlantic Salmon,32.22
9.7,Winter,Zone A,Smelt,Redfish,33.11
18.1,Summer,Zone B,Pollock,Haddock,32.4
15.7,Fall,Zone B,Halibut,Sea Bass,33.0
10.9,Spring,Zone A,Herring,Cod,30.95
8.1,Winter,Zone A,Cod,Smelt,32.36
13.4,Spring,Zone A,Flounder,Herring,31.29
4.3,Winter,Zone A,Redfish,Cod,32.72
22.9,Summer,Zone C,Pollock,Haddock,31.89
16.7,Fall,Zone B,Halibut,Atlantic Salmon,32.67
7.0,Winter,Zone A,Smelt,Cod,32.95
18.4,Fall,Zone B,Halibut,Atlantic Salmon,31.62
20.1,Summer,Zone C,Pollock,Haddock,32.28
16.8,Spring,Zone B,Flounder,Herring,31.84
15.1,Spring,Zone B,Cod,Herring,30.65
7.3,Winter,Zone A,Smelt,Redfish,33.8
13.1,Spring,Zone A,Herring,Cod,32.0
6.5,Winter,Zone A,Smelt,Redfish,33.9
7.8,Winter,Zone A,Cod,Redfish,33.97
17.2,Fall,Zone B,Halibut,Sea Bass,33.49
14.2,Fall,Zone A,Atlantic Salmon,Sea Bass,32.36
14.2,Spring,Zone A,Herring,Flounder,31.59
8.9,Winter,Zone A,Cod,Smelt,33.1
9.1,Winter,Zone A,Cod,Redfish,33.3
21.7,Summer,Zone C,Mackerel,Pollock,32.93
23.1,Summer,Zone C,Haddock,Mackerel,31.42
18.2,Summer,Zone B,Haddock,Pollock,31.91
10.1,Spring,Zone A,Herring,Cod,32.43
13.8,Fall,Zone A,Atlantic Salmon,Sea Bass,33.07
24.3,Summer,Zone C,Mackerel,Haddock,31.85
22.1,Summer,Zone C,Pollock,Haddock,32.57
23.7,Summer,Zone C,Pollock,Mackerel,32.24
14.5,Spring,Zone A,Flounder,Herring,32.28
10.0,Winter,Zone A,Smelt,Cod,33.29
18.8,Summer,Zone B,Haddock,Pollock,32.82
20.5,Summer,Zone C,Pollock,Haddock,33.55
20.5,Summer,Zone C,Pollock,Mackerel,32.52
24.5,Summer,Zone C,Pollock,Mackerel,32.05
4.3,Winter,Zone A,Cod,Smelt,33.9
19.9,Fall,Zone B,Atlantic Salmon,Sea Bass,32.07
10.2,Spring,Zone A,Herring,Cod,32.93
13.2,Spring,Zone A,Herring,Flounder,31.68
17.4,Fall,Zone B,Halibut,Atlantic Salmon,32.24
19.5,Fall,Zone B,Halibut,Atlantic Salmon,31.86
7.4,Winter,Zone A,Cod,Redfish,33.93
4.0,Winter,Zone A,Cod,Smelt,33.98
13.7,Spring,Zone A,Flounder,Herring,31.32
24.1,Summer,Zone C,Pollock,Haddock,32.33
23.4,Summer,Zone C,Haddock,Mackerel,31.33
8.3,Winter,Zone A,Smelt,Cod,33.43
4.5,Winter,Zone A,Cod,Redfish,33.75
13.7,Fall,Zone A,Halibut,Sea Bass,33.42
19.3,Summer,Zone B,Mackerel,Pollock,31.9
13.5,Fall,Zone A,Halibut,Sea Bass,31.94
14.6,Spring,Zone A,Herring,Flounder,31.07
13.2,Fall,Zone A,Atlantic Salmon,Halibut,31.92
23.3,Summer,Zone C,Pollock,Mackerel,32.75
19.7,Fall,Zone B,Atlantic Salmon,Sea Bass,33.04
6.5,Winter,Zone A,Cod,Smelt,33.59
13.4,Spring,Zone A,Cod,Herring,32.19
18.7,Summer,Zone B,Mackerel,Haddock,32.38
12.2,Spring,Zone A,Herring,Cod,31.59
10.4,Spring,Zone A,Flounder,Cod,31.56
7.8,Winter,Zone A,Smelt,Redfish,33.2
14.3,Spring,Zone A,Herring,Flounder,30.76
4.3,Winter,Zone A,Redfish,Cod,33.67
14.1,Spring,Zone A,Cod,Flounder,31.52
14.6,Spring,Zone A,Cod,Herring,31.89
15.4,Spring,Zone B,Cod,Flounder,31.53
15.5,Fall,Zone B,Sea Bass,Atlantic Salmon,32.39
11.7,Spring,Zone A,Herring,Cod,31.23
10.6,Spring,Zone A,Herring,Flounder,31.76
7.1,Winter,Zone A,Smelt,Redfish,33.76
7.8,Winter,Zone A,Smelt,Redfish,32.79
12.0,Fall,Zone A,Atlantic Salmon,Sea Bass,32.69
9.3,Winter,Zone A,Smelt,Cod,33.4
15.2,Spring,Zone B,Flounder,Cod,31.13
20.1,Summer,Zone C,Mackerel,Pollock,31.95
6.4,Winter,Zone A,Cod,Smelt,33.55
8.0,Winter,Zone A,Cod,Redfish,32.78
14.8,Fall,Zone A,Atlantic Salmon,Sea Bass,32.68
13.3,Spring,Zone A,Flounder,Cod,31.14
6.8,Winter,Zone A,Smelt,Cod,33.94
16.2,Spring,Zone B,Herring,Cod,32.61
18.9,Summer,Zone B,Mackerel,Haddock,31.87
18.7,Summer,Zone B,Pollock,Haddock,32.58
6.7,Winter,Zone A,Cod,Redfish,33.05
16.7,Fall,Zone B,Atlantic Salmon,Sea Bass,32.94
18.7,Fall,Zone B,Sea Bass,Atlantic Salmon,31.68
19.8,Fall,Zone B,Atlantic Salmon,Sea Bass,32.5
14.3,Fall,Zone A,Atlantic Salmon,Halibut,32.1
6.5,Winter,Zone A,Smelt,Redfish,33.32
16.2,Spring,Zone B,Cod,Herring,30.92
7.6,Winter,Zone A,Smelt,Cod,33.78
6.2,Winter,Zone A,Smelt,Redfish,33.02
23.2,Summer,Zone C,Pollock,Mackerel,32.37
15.8,Fall,Zone B,Atlantic Salmon,Sea Bass,32.29
12.1,Fall,Zone A,Sea Bass,Halibut,32.59
17.1,Spring,Zone B,Flounder,Cod,31.47
18.6,Summer,Zone B,Mackerel,Haddock,31.94
9.5,Winter,Zone A,Redfish,Cod,33.38
24.0,Summer,Zone C,Haddock,Mackerel,32.82
4.9,Winter,Zone A,Smelt,Redfish,33.12
18.4,Fall,Zone B,Halibut,Atlantic Salmon,32.92
4.9,Winter,Zone A,Smelt,Cod,34.25
23.8,Summer,Zone C,Pollock,Haddock,31.65
7.3,Winter,Zone A,Redfish,Cod,32.66
14.9,Fall,Zone A,Halibut,Sea Bass,32.66
17.4,Fall,Zone B,Halibut,Atlantic Salmon,32.11
9.1,Winter,Zone A,Redfish,Cod,34.23
7.4,Winter,Zone A,Smelt,Cod,33.4
6.8,Winter,Zone A,Cod,Redfish,33.01
23.2,Summer,Zone C,Mackerel,Haddock,31.52
14.4,Fall,Zone A,Atlantic Salmon,Sea Bass,33.07
15.7,Spring,Zone B,Flounder,Herring,31.18
24.6,Summer,Zone C,Pollock,Mackerel,32.04
20.4,Summer,Zone C,Pollock,Haddock,32.71
6.0,Winter,Zone A,Redfish,Cod,33.21
14.9,Fall,Zone A,Atlantic Salmon,Halibut,32.48
12.9,Spring,Zone A,Cod,Herring,31.6
9.3,Winter,Zone A,Smelt,Redfish,33.63
24.0,Summer,Zone C,Mackerel,Haddock,32.35
7.8,Winter,Zone A,Redfish,Cod,33.25
10.3,Spring,Zone A,Cod,Herring,31.77
16.6,Fall,Zone B,Atlantic Salmon,Sea Bass,32.23
19.9,Fall,Zone B,Atlantic Salmon,Halibut,31.52
14.6,Fall,Zone A,Atlantic Salmon,Sea Bass,32.65
9.7,Winter,Zone A,Cod,Redfish,34.21
20.8,Summer,Zone C,Mackerel,Pollock,31.77
16.3,Spring,Zone B,Flounder,Herring,31.05
12.9,Spring,Zone A,Herring,Cod,31.17
13.9,Fall,Zone A,Atlantic Salmon,Sea Bass,32.92
14.5,Spring,Zone A,Cod,Flounder,31.75
15.0,Fall,Zone B,Halibut,Sea Bass,32.42
22.0,Summer,Zone C,Pollock,Mackerel,31.69
10.7,Spring,Zone A,Herring,Flounder,31.76
7.3,Winter,Zone A,Redfish,Cod,32.6
12.5,Spring,Zone A,Herring,Cod,31.7
19.7,Fall,Zone B,Atlantic Salmon,Sea Bass,32.7
14.6,Fall,Zone A,Sea Bass,Atlantic Salmon,31.89
19.6,Fall,Zone B,Sea Bass,Halibut,31.5
19.7,Summer,Zone B,Pollock,Haddock,33.05
4.6,Winter,Zone A,Smelt,Cod,33.21
6.0,Winter,Zone A,Redfish,Cod,34.02
13.8,Spring,Zone A,Herring,Cod,31.48
19.3,Summer,Zone B,Mackerel,Pollock,32.2
13.4,Fall,Zone A,Halibut,Atlantic Salmon,32.8
18.2,Fall,Zone B,Halibut,Sea Bass,31.9
7.3,Winter,Zone A,Smelt,Redfish,33.45
24.1,Summer,Zone C,Pollock,Haddock,31.85
19.6,Summer,Zone B,Mackerel,Pollock,31.61
6.7,Winter,Zone A,Cod,Smelt,33.58
19.8,Summer,Zone B,Haddock,Mackerel,32.13
4.0,Winter,Zone A,Redfish,Cod,33.47
7.6,Winter,Zone A,Cod,Smelt,32.76
7.7,Winter,Zone A,Cod,Smelt,34.16
14.5,Spring,Zone A,Herring,Cod,31.96
13.7,Spring,Zone A,Flounder,Herring,32.05
6.4,Winter,Zone A,Smelt,Redfish,33.28
16.1,Spring,Zone B,Cod,Flounder,30.58
15.0,Spring,Zone B,Cod,Herring,32.48
13.6,Fall,Zone A,Sea Bass,Halibut,32.54
10.8,Spring,Zone A,Herring,Flounder,31.34
24.8,Summer,Zone C,Pollock,Mackerel,32.22
12.3,Fall,Zone A,Sea Bass,Atlantic Salmon,33.22
4.2,Winter,Zone A,Redfish,Smelt,33.53
14.2,Spring,Zone A,Flounder,Cod,32.18
16.6,Fall,Zone B,Halibut,Sea Bass,32.96
11.5,Spring,Zone A,Herring,Flounder,31.14
18.7,Summer,Zone B,Haddock,Mackerel,31.98
22.4,Summer,Zone C,Mackerel,Pollock,32.61
10.1,Spring,Zone A,Herring,Cod,30.39
23.4,Summer,Zone C,Mackerel,Haddock,32.01
25.0,Summer,Zone C,Haddock,Mackerel,31.28
7.3,Winter,Zone A,Redfish,Smelt,33.15
22.2,Summer,Zone C,Mackerel,Haddock,31.99
9.6,Winter,Zone A,Redfish,Cod,33.09
12.2,Fall,Zone A,Halibut,Atlantic Salmon,32.36
9.4,Winter,Zone A,Smelt,Redfish,32.73
14.9,Fall,Zone A,Halibut,Sea Bass,33.65
11.2,Spring,Zone A,Cod,Flounder,32.62
16.1,Spring,Zone B,Cod,Flounder,30.86
19.9,Fall,Zone B,Atlantic Salmon,Halibut,33.05
14.2,Fall,Zone A,Sea Bass,Halibut,32.34
12.1,Spring,Zone A,Cod,Flounder,31.71
12.9,Fall,Zone A,Sea Bass,Atlantic Salmon,32.57
4.8,Winter,Zone A,Cod,Smelt,33.18
16.2,Fall,Zone B,Halibut,Sea Bass,32.93
15.3,Fall,Zone B,Atlantic Salmon,Halibut,32.55
6.2,Winter,Zone A,Redfish,Cod,33.2
8.3,Winter,Zone A,Redfish,Cod,32.68
10.0,Spring,Zone A,Herring,Cod,31.3
23.8,Summer,Zone C,Haddock,Pollock,31.24
7.1,Winter,Zone A,Smelt,Redfish,33.4
20.2,Summer,Zone C,Mackerel,Pollock,31.64
16.1,Spring,Zone B,Herring,Flounder,31.31
17.5,Fall,Zone B,Atlantic Salmon,Sea Bass,33.06
18.2,Summer,Zone B,Pollock,Mackerel,32.94
